

####### THIS IS ONLY AN EXCERPT OF THE DATABASE

index	word	frequency	wordType	stressPosition	syllableNumber
4940	Auskunftsbuero	1	N	1	4
4941	Auskunftsstelle	4	N	1	4
4942	auskuppeln	0	V	1	3
4943	auskurieren	5	V	1	4
4944	auslachen	14	V	1	3
4945	ausladen	5	V	1	3
4946	ausladend	9	A	1	3
4947	Ausladerampe	0	N	1	5
4948	Ausladung	0	N	1	3
4949	Auslage	30	N	1	3
4950	auslagern	5	V	1	3
4951	Auslagerung	1	N	1	4
4952	Ausland	644	N	1	2
4953	Auslaender	147	N	1	3
4954	auslaenderfeindlich	0	A	1	5
4955	auslaendisch	609	A	1	3
4956	Auslandsabsatz	0	N	1	4
4957	Auslandschweizer	0	N	1	4
4958	auslandsdeutsch	0	A	1	3
4959	Auslandsdeutsche	6	N	1	4
4960	Auslandsgespraech	1	N	1	4
4962	Auslandskunde	0	N	1	4
4963	Auslandsreise	23	N	1	4
4964	Auslandsvertretung	4	N	1	5
4965	auslangen	1	V	1	3
4966	auslassen	28	V	1	3
4967	Auslass	0	N	1	2
4968	Auslassung	7	N	1	3
4969	Auslassungssatz	0	N	1	4
4970	Auslassungszeichen	0	N	1	5
4971	Auslassventil	0	N	1	4
4972	auslasten	44	V	1	3
4973	Auslastung	26	N	1	3
4974	auslatschen	0	V	1	3
4975	auslaufen	34	V	1	3
4976	Auslauf	4	N	1	2
4977	Auslaufbahn	0	N	1	3
4978	Auslaeufer	32	N	1	3
4979	auslaugen	2	V	1	3
4980	auslauten	0	V	1	3
4981	auslaeuten	0	V	1	3
4982	Auslaut	0	N	1	2
4983	ausleben	2	V	1	3
4984	auslecken	0	V	1	3
4985	ausleeren	3	V	1	3
4986	Ausleerung	0	N	1	3
4987	auslegen	71	V	1	3
4988	Ausleger	8	N	1	3
4989	Auslegerboot	0	N	1	4
4990	Auslegerbruecke	0	N	1	5
4991	Auslegung	66	N	1	3
4992	ausleiern	1	V	1	3
4993	ausleihen	22	V	1	3
4994	Ausleihe	4	N	1	3
4995	Ausleihung	37	N	1	3
4996	auslernen	4	V	1	3
4997	auslesen	0	V	1	3
4998	Auslese	30	N	1	3
4999	ausleuchten	4	V	1	3
5000	auslichten	0	V	1	3
5001	ausliefern	107	V	1	3
5002	Auslieferung	46	N	1	4
5003	ausliegen	3	V	1	3
5004	Auslinie	1	N	1	4
5005	ausloben	0	V	1	3
5006	Auslobung	0	N	1	3
5007	ausloeffeln	1	V	1	3
5008	auslogieren	1	V	1	4
5009	auslosen	33	V	1	3
5010	ausloesen	246	V	1	3
5011	ausloesbar	0	A	1	3
5012	auslosbar	0	A	1	3
5013	ausloeschen	40	V	1	3
5014	Ausloeser	2	N	1	3
5015	Auslosung	53	N	1	3
5016	Ausloesung	9	N	1	3
5017	ausloten	5	V	1	3
5018	Auslucht	0	N	1	2
5019	auslueften	0	V	1	3
5020	auslugen	0	V	1	3
5021	Auslug	0	N	1	2
5022	auslutschen	0	V	1	3
5023	ausmachen	156	V	1	3
5024	ausmahlen	0	V	1	3
5025	Ausmahlung	0	N	1	3
5026	ausmalen	24	V	1	3
5027	Ausmalung	2	N	1	3
5028	ausmanoevrieren	1	V	1	5
5029	ausmaeren	0	V	1	3
5030	ausmarchen	0	V	1	3
5031	Ausmass	196	N	1	2
5032	ausmauern	1	V	1	3
5033	Ausmauerung	0	N	1	4
5034	ausmeisseln	0	V	1	3
5035	ausmergeln	0	V	1	3
5036	Ausmergelung	0	N	1	4
5037	Ausmerglung	0	N	1	3
5038	ausmerzen	12	V	1	3
5039	Ausmerzung	2	N	1	3
5040	ausmessen	8	V	1	3
5041	Ausmessung	0	N	1	3
5042	ausmieten	0	V	1	3
5043	ausmisten	2	V	1	3
5044	ausmitteln	0	V	1	3
5045	Ausmittelung	0	N	1	4
5046	ausmittig	0	A	1	3
5047	Ausmittlung	0	N	1	3
5048	ausmontieren	0	V	1	4
5049	ausmugeln	0	V	1	3
5050	ausmuenden	1	V	1	3
5051	ausmuenzen	1	V	1	3
5052	Ausmuenzung	1	N	1	3
5053	ausmustern	2	V	1	3
5054	Ausmusterung	1	N	1	4
5055	Ausnahme	310	N	1	3
5056	Ausnahmefall	25	N	1	4
5057	Ausnahmezustand	17	N	1	5
5058	Ausnahmsfall	0	N	1	3
5059	ausnahmslos	31	A	1	3
5061	ausnehmen	52	V	1	3
5062	ausnehmend	2	A	1	3
5063	Ausnehmer	0	N	1	3
5064	ausnuechtern	1	V	1	3
5065	Ausnuechterung	2	N	1	4
5066	ausnutzen	149	V	1	3
5067	ausnuetzen	22	V	1	3
5068	Ausnutzung	101	N	1	3
5069	Ausnuetzung	5	N	1	3
5070	auspacken	8	V	1	3
5071	ausparken	0	V	1	3
5072	auspeitschen	2	V	1	3
5073	Auspeitschung	2	N	1	3
5074	auspendeln	3	V	1	3
5075	auspfaehlen	0	V	1	3
5076	auspfeifen	4	V	1	3
5077	auspflanzen	1	V	1	3
5078	auspfluecken	0	V	1	3
5079	auspichen	0	V	1	3
5081	ausplaudern	7	V	1	3
5082	ausplauschen	0	V	1	3
5083	auspluendern	9	V	1	3
5084	Auspluenderung	3	N	1	4
5085	auspolstern	2	V	1	3
5086	Auspolsterung	0	N	1	4
5087	ausposaunen	0	V	1	4
5089	Auspowerung	0	N	1	4
5090	auspraegen	22	V	1	3
5091	Auspraegung	12	N	1	3
5092	auspreisen	0	V	1	3
5093	auspressen	2	V	1	3
5094	ausprobieren	36	V	1	4
5095	Auspuff	9	N	1	2
5096	Auspuffflamme	0	N	1	4
5097	Auspuffrohr	2	N	1	3
5098	Auspufftopf	0	N	1	3
5099	auspumpen	5	V	1	3
5100	auspunkten	3	V	1	3
5101	ausquartieren	0	V	1	4
5102	Ausquartierung	0	N	1	4
5103	ausquatschen	0	V	1	3
5104	ausquetschen	4	V	1	3
5105	ausraedeln	0	V	1	3
5106	ausradeln	0	V	1	3
5107	ausradieren	10	V	1	4
5108	ausrangieren	9	V	1	4
5109	ausrasieren	0	V	1	4
5110	ausrasten	1	V	1	3
5111	ausrauben	8	V	1	3
5112	ausraeubern	0	V	1	3
5113	ausraeuchern	4	V	1	3
5114	ausraufen	0	V	1	3
5115	ausraeumen	33	V	1	3
5116	Ausraeumung	1	N	1	3
5117	ausrechnen	93	V	1	3
5118	Ausrechnung	0	N	1	3
5119	ausrecken	0	V	1	3
5120	ausreden	37	V	1	3
5121	Ausrede	29	N	1	3
5122	ausregnen	0	V	1	3
5123	ausreiben	0	V	1	3
5124	Ausreibtuch	0	N	1	3
5125	ausreichen	205	V	1	3
5126	ausreichend	208	A	1	3
5127	ausreifen	6	V	1	3
5128	ausreisen	7	V	1	3
5129	Ausreise	22	N	1	3
5131	ausreissen	11	V	1	3
5132	Ausreisser	5	N	1	3
5133	ausreiten	0	V	1	3
5134	ausreizen	8	V	1	3
5135	ausrenken	2	V	1	3
5136	Ausrenkung	1	N	1	3
5137	ausrichten	92	V	1	3
5138	Ausrichter	4	N	1	3
5139	Ausrichtung	32	N	1	3
5140	ausringen	0	V	1	3
5141	ausrinnen	0	V	1	3
5142	ausrippen	0	V	1	3
5143	Ausritt	0	N	1	2
5144	ausroden	0	V	1	3
5145	Ausrodung	0	N	1	3
5146	ausrollen	6	V	1	3
5147	ausrotten	52	V	1	3
5148	Ausrottung	15	N	1	3
5149	ausruecken	2	V	1	3
5150	ausrufen	27	V	1	3
5151	Ausruf	17	N	1	2
5152	Ausrufer	1	N	1	3
5153	Ausrufesatz	0	N	1	4
5154	Ausrufewort	0	N	1	4
5155	Ausrufezeichen	3	N	1	5
5156	Ausrufung	5	N	1	3
5157	Ausrufungszeichen	0	N	1	5
5158	ausruhen	28	V	1	3
5159	ausrupfen	1	V	1	3
5160	ausruesten	115	V	1	3
5161	Ausruester	2	N	1	3
5162	Ausruestung	142	N	1	3
5163	Ausruestungsstueck	0	N	1	4
5164	ausrutschen	6	V	1	3
5165	Ausrutscher	3	N	1	3
5166	aussaeen	4	V	1	3
5167	Aussaat	15	N	1	2
5168	aussagen	76	V	1	3
5169	aussaegen	0	V	1	3
5170	Aussage	320	N	1	3
5171	Aussagekraft	4	N	1	4
5172	Aussagesatz	0	N	1	4
5173	Aussageweise	1	N	1	5
5174	Aussagewert	2	N	1	4
5175	Aussatz	2	N	1	2
5176	aussaetzig	4	A	1	3
5177	Aussaetzige	7	N	1	4
5178	aussaufen	0	V	1	3
5179	aussaugen	4	V	1	3
5180	ausschaben	0	V	1	3
5181	Ausschabung	0	N	1	3
5182	ausschachten	3	V	1	3
5183	Ausschachtung	3	N	1	3
5184	ausschalen	9	V	1	3
5185	ausschaelen	0	V	1	3
5186	ausschalmen	0	V	1	3
5187	ausschalten	80	V	1	3
5188	Ausschalter	0	N	1	3
5189	Ausschaltung	34	N	1	3
5190	Ausschalung	0	N	1	3
5191	Ausschank	3	N	1	2
5192	ausschauen	10	V	1	3
5193	Ausschau	19	N	1	2
5194	ausscheiden	95	V	1	3
5195	Ausscheidung	32	N	1	3
5196	Ausscheidungskampf	12	N	1	4
5197	Ausscheidungsspiel	10	N	1	4
5198	ausschelten	10	V	1	3
5199	ausschenken	4	V	1	3
5200	ausscheren	3	V	1	3
5201	ausschicken	3	V	1	3
5202	ausschiessen	1	V	1	3
5203	ausschiffen	1	V	1	3
5204	Ausschiffung	1	N	1	3
5205	ausschildern	1	V	1	3
5206	ausschimpfen	2	V	1	3
5207	ausschirren	0	V	1	3
5208	ausschlachten	5	V	1	3
5209	Ausschlachtung	1	N	1	3
5210	ausschlafen	8	V	1	3
5211	ausschlagen	19	V	1	3
5212	Ausschlag	31	N	1	2
5213	ausschlaggebend	51	A	3	4
5214	ausschlaemmen	0	V	1	3
5215	ausschlecken	0	V	1	3
5216	ausschleimen	1	V	1	3
5217	ausschliessen	232	V	1	3
5218	ausschliessend	10	A	1	3
5219	ausschliesslich	110	A	1	3
5222	Ausschliesslichkeit	4	N	1	4
5223	Ausschliessung	3	N	1	3
5224	ausschlipfen	0	V	1	3
5225	ausschluepfen	1	V	1	3
5226	Ausschlupf	0	N	1	2
5227	ausschluerfen	0	V	1	3
5228	Ausschluss	78	N	1	2
5229	Ausschlussfach	0	N	1	3
5230	Ausschlusskasten	0	N	1	4
5231	ausschmieren	0	V	1	3
5232	ausschmuecken	5	V	1	3
5233	Ausschmueckung	0	N	1	3
5234	ausschnauben	0	V	1	3
5235	ausschneiden	25	V	1	3
5236	Ausschnitt	63	N	1	2
5237	ausschnueffeln	0	V	1	3
5238	ausschoepfen	40	V	1	3
5239	Ausschoepfung	10	N	1	3
5240	ausschoppen	0	V	1	3
5241	ausschreien	0	V	1	3
5242	ausschreiben	44	V	1	3
5243	Ausschreibung	59	N	1	3
5244	ausschreiten	3	V	1	3
5245	Ausschreitung	26	N	1	3
5246	Ausschuss	446	N	1	2
5247	ausschwaermen	4	V	1	3
5248	ausschwefeln	0	V	1	3
5249	ausschweifen	1	V	1	3
5250	ausschweifend	5	A	1	3
5251	Ausschweifung	4	N	1	3
5252	ausschweigen	3	V	1	3
5253	ausschwemmen	0	V	1	3
5254	ausschwenken	6	V	1	3
5255	ausschwingen	0	V	1	3
5256	ausschwitzen	0	V	1	3
5257	Ausschwitzung	0	N	1	3
5258	aussegnen	1	V	1	3
5259	Aussegnung	0	N	1	3
5260	aussehen	341	V	1	3
5261	Aussehen	70	N	1	3
5262	aussein	0	V	1	2
5264	Aussen	8	N	1	2
5265	Aussenantenne	1	N	1	5
5266	Aussenaufnahme	2	N	1	5
5267	Aussenbezirk	8	N	1	4
5268	Aussenbordmotor	0	N	1	5
5270	aussenden	12	V	1	3
5271	Aussendienst	29	N	1	3
5272	aussendienstlich	0	A	1	4
5273	Aussendung	4	N	1	3
5274	Aussenhandel	138	N	1	4
5276	aussenliegend	0	A	1	4
5277	Aussenminister	932	N	1	5
5279	Aussenpolitik	231	N	1	5
5280	aussenpolitisch	206	A	1	5
5281	Aussenseite	6	N	1	4
5282	Aussenseiter	52	N	1	4
5283	Aussenstehende	19	N	1	5
5284	Aussenstelle	19	N	1	4
5285	Aussenstuermer	12	N	1	4
5287	Aussentuer	1	N	1	3
5288	Aussenwand	13	N	1	3
5289	Aussenwelt	37	N	1	3
5290	aeussern	669	V	1	2
5292	ausseramtlich	0	A	1	4
5293	ausserberuflich	0	A	1	5
5295	ausserdienstlich	2	A	1	4
5296	aeussere	419	A	1	3
5297	Aeussere	15	N	1	3
5298	ausserehelich	1	A	1	5
5300	aussergerichtlich	5	A	1	5
5301	aussergewoehnlich	89	A	1	5
5304	ausserirdisch	4	A	1	4
5305	aeusserlich	86	A	1	3
5306	Aeusserlichkeit	6	N	1	4
5307	aussermittig	0	A	1	4
5308	ausserordentlich	381	A	1	5
5311	ausserplanmaessig	16	A	1	5
5312	ausserschulisch	3	A	1	4
5317	aussertourlich	0	A	1	4
5318	Aeusserung	318	N	1	3
5319	aussetzen	226	V	1	3
5320	Aussetzung	16	N	1	3
5321	Aussicht	348	N	1	2
5322	aussichtslos	32	A	1	3
5323	Aussichtslosigkeit	7	N	1	5
5324	Aussichtspunkt	1	N	1	3
5325	aussichtsreich	40	A	1	3
5326	Aussichtsturm	4	N	1	3
5327	aussichtsvoll	1	A	1	3
5328	Aussichtswagen	0	N	1	4
5329	aussieben	1	V	1	3
5330	aussiedeln	0	V	1	3
5331	Aussiedelung	0	N	1	4
5332	Aussiedlung	5	N	1	3
5333	aussoehnen	6	V	1	3
5334	Aussoehnung	16	N	1	3
5335	aussondern	4	V	1	3
5336	Aussonderung	1	N	1	4
5337	aussorgen	0	V	1	3
5338	aussortieren	3	V	1	4
5339	ausspaehen	2	V	1	3
5340	ausspannen	9	V	1	3
5341	Ausspann	1	N	1	2
5342	Ausspannung	2	N	1	3
5343	aussparen	11	V	1	3
5344	Aussparung	3	N	1	3
5345	ausspeien	3	V	1	3
5346	aussperren	7	V	1	3
5347	Aussperrung	20	N	1	3
5348	ausspielen	37	V	1	3
5349	Ausspielung	1	N	1	3
5350	ausspinnen	2	V	1	3
5351	ausspionieren	4	V	1	5
5352	Aussprache	312	N	1	3
5354	aussprechen	378	V	1	3
5355	aussprechbar	3	A	1	3
5356	aussprengen	0	V	1	3
5357	ausspritzen	0	V	1	3
5358	Ausspritzung	0	N	1	3
5359	Ausspruch	51	N	1	2
5360	ausspucken	6	V	1	3
5361	ausspuelen	4	V	1	3
5362	Ausspuelung	0	N	1	3
5363	ausstaffieren	2	V	1	4
5364	Ausstaffierung	1	N	1	4
5365	Ausstand	39	N	1	2
5366	ausstaendig	0	A	1	3
5367	Ausstaendler	0	N	1	3
5368	ausstanzen	1	V	1	3
5369	ausstatten	98	V	1	3
5370	Ausstattung	146	N	1	3
5371	Ausstattungsfilm	0	N	1	4
5372	ausstechen	2	V	1	3
5373	ausstecken	1	V	1	3
5374	ausstehen	21	V	1	3
5375	aussteifen	0	V	1	3
5376	Aussteifung	0	N	1	3
5377	aussteigen	65	V	1	3
5378	aussteinen	0	V	1	3
5379	ausstellen	106	V	1	3
5380	Aussteller	53	N	1	3
5381	Ausstellung	399	N	1	3
5382	Ausstellungsflaeche	8	N	1	5
5384	Ausstellungsstand	5	N	1	4
5385	Ausstellungsstueck	1	N	1	4
5386	Ausstellungstag	2	N	1	4
5387	aussterben	30	V	1	3
5388	Aussterbeetat	0	N	1	5
5389	aussteuern	1	V	1	3
5390	Aussteuer	2	N	1	3
5391	Aussteuerung	1	N	1	4
5392	Ausstich	0	N	1	2
5393	Ausstieg	7	N	1	2
5394	ausstopfen	5	V	1	3
5395	Ausstopfung	0	N	1	3
5396	ausstossen	41	V	1	3
5397	Ausstoss	24	N	1	2
5398	Ausstossung	0	N	1	3
5399	ausstrahlen	48	V	1	3
5400	Ausstrahlung	24	N	1	3
5401	Ausstrahlungskraft	8	N	1	4
5402	ausstrecken	19	V	1	3
5403	ausstreichen	1	V	1	3
5404	ausstreuen	12	V	1	3
5405	Ausstrich	0	N	1	2
5406	ausstroemen	7	V	1	3
5407	aussuchen	52	V	1	3
5408	aussuessen	0	V	1	3
5409	austapezieren	0	V	1	5
5410	austarieren	0	V	1	4
5411	austauschen	91	V	1	3
5412	Austausch	135	N	1	2
5413	austauschbar	10	A	1	3
5414	Austauschmotor	3	N	1	4
5415	Austauschschueler	1	N	1	4
5416	Austauschstudent	1	N	1	4
5418	austeilen	14	V	1	3
5419	Austeilung	1	N	1	3
5420	Austenit	0	N	1	3
5421	Auster	5	N	1	2
5422	Austernfischer	0	N	1	4
5423	austesten	1	V	1	3
5424	austilgen	3	V	1	3
5425	austoben	11	V	1	3
5426	austonen	0	V	1	3
5427	austragen	110	V	1	3
5428	Austrag	6	N	1	2
5429	Austraeger	0	N	1	3
5430	Austraegler	0	N	1	3
5431	Austragung	11	N	1	3
5432	austrainiert	2	A	1	3
5436	Australier	38	N	2	4
5437	australisch	73	A	2	3
5438	australoid	0	A	4	4
5440	austraeumen	3	V	1	3
5441	austreiben	7	V	1	3
5442	Austreibung	4	N	1	3
5443	austreten	28	V	1	3
5445	austricksen	0	V	1	3
5446	austrinken	3	V	1	3
5447	Austritt	43	N	1	2
5448	Austrittserklaerung	1	N	1	5
5450	austrocknen	8	V	1	3
5452	austrompeten	0	V	1	4
5453	austun	0	V	1	2
5454	austuefteln	4	V	1	3
5455	ausueben	247	V	1	3
5456	Ausuebung	79	N	1	3
5457	ausufern	1	V	1	3
5458	ausverkaufen	67	V	1	4
5459	Ausverkauf	20	N	1	3
5460	ausverschaemt	0	A	1	3
5461	auswachsen	9	V	1	3
5462	auswaegen	0	V	1	3
5463	auswaehlen	65	V	1	3
5464	Auswahl	202	N	1	2
5465	Auswahlmannschaft	6	N	1	4
5466	Auswahlspieler	4	N	1	4
5467	auswallen	0	V	1	3
5468	auswalzen	0	V	1	3
5469	auswandern	21	V	1	3
5470	Auswanderer	8	N	1	4
5471	Auswanderung	15	N	1	4
5472	auswaertig	74	A	1	3
5474	auswaschen	9	V	1	3
5475	Auswaschung	1	N	1	3
5476	auswechseln	33	V	1	3
5477	auswechselbar	5	A	1	4
5478	Auswechselung	0	N	1	4
5479	Auswechslung	1	N	1	3
5480	Ausweg	133	N	1	2
5481	ausweglos	12	A	1	3
5482	Ausweglosigkeit	9	N	1	5
5483	ausweichen	106	V	1	3
5484	Ausweiche	23	N	1	3
5485	ausweichend	17	A	1	3
5486	Ausweichmoeglichkeit	5	N	1	5
5487	Ausweichstelle	3	N	1	4
5488	ausweiden	0	V	1	3
5489	ausweinen	2	V	1	3
5490	ausweisen	132	V	1	3
5491	Ausweis	49	N	1	2
5493	Ausweispapier	5	N	1	4
5494	ausweissen	0	V	1	3
5495	Ausweisung	21	N	1	3
5496	ausweiten	64	V	1	3
5497	Ausweitung	88	N	1	3
5498	auswellen	0	V	1	3
5500	auswerfen	6	V	1	3
5501	Auswerfer	0	N	1	3
5502	auswerkeln	0	V	1	3
5503	auswerten	99	V	1	3
5504	Auswertung	105	N	1	3
5505	auswetzen	6	V	1	3
5506	auswickeln	0	V	1	3
5507	auswiegen	1	V	1	3
5508	auswinden	0	V	1	3
5509	auswintern	1	V	1	3
5510	Auswinterung	7	N	1	4
5511	auswirken	156	V	1	3
5512	Auswirkung	224	N	1	3
5513	auswischen	5	V	1	3
5514	auswittern	0	V	1	3
5515	auswringen	3	V	1	3
5516	auswuchten	1	V	1	3
5517	Auswurf	5	N	1	2
5518	Auswuerfling	0	N	1	3
5519	auszahlen	73	V	1	3
5520	auszaehlen	6	V	1	3
5521	Auszahlung	49	N	1	3
5522	Auszaehlung	6	N	1	3
5523	auszanken	0	V	1	3
5524	auszehren	1	V	1	3
5525	Auszehrung	3	N	1	3
5526	auszeichnen	150	V	1	3
5527	Auszeichnung	115	N	1	3
5528	ausziehen	68	V	1	3
5529	Ausziehtisch	2	N	1	3
5530	auszirkeln	0	V	1	3
5531	auszischen	0	V	1	3
5532	Auszug	74	N	1	2
5533	Auszuegler	0	N	1	3
5535	auszupfen	0	V	1	3
5537	Authentie	0	N	3	3
5539	authentisch	24	A	2	3
5540	authentisieren	0	V	4	5
5541	Authentizitaet	4	N	5	5
5542	Autismus	0	N	2	3
5543	autistisch	0	A	2	3
5544	Auto	688	N	1	2
5545	Autobahn	214	N	1	3
5546	autobahnartig	0	A	1	5
5549	Autobus	35	N	1	3
5552	Autochthone	1	N	3	4
5554	autodidaktisch	0	A	4	5
5556	Autogiro	0	N	1	4
5557	Autogramm	17	N	1	3
5558	Autogrammjaeger	4	N	1	5
5560	Autographie	0	N	4	4
5561	autographisch	0	A	3	4
5562	Autohilfe	0	N	1	4
5563	Autohypnose	0	N	1	5
5564	Autoindustrie	14	N	1	5
5565	Autokarte	1	N	1	4
5566	Autokino	3	N	1	4
5569	Autokratie	0	N	4	4
5570	autokratisch	2	A	3	4
5572	Automarke	2	N	1	4
5575	Automatik	45	N	3	4
5576	Automation	62	N	5	5
5577	automatisch	220	A	3	4
5580	Automatismus	6	N	4	5
5582	Automobilbau	4	N	4	5
5584	Automobilist	1	N	4	5
5585	Automobilklub	2	N	4	5
5587	Autonomie	19	N	4	4
5588	Autoplastik	0	N	1	4
5590	Autor	361	N	1	2
5592	Autorennen	5	N	1	4
5594	Autorin	17	N	2	3
5596	autorisieren	4	V	4	5
5597	autorisiert	5	A	4	4
5598	autoritaer	41	A	4	4
5599	Autoritaet	192	N	4	4
5601	Autorkorrektur	0	N	1	5
5602	Autorreferat	0	N	1	5
5603	Autorschaft	3	N	1	3
5604	Autoschlosser	3	N	1	4
5605	Autoscooter	1	N	1	4
5607	Autotoxin	0	N	4	4
5609	Autoverkehr	7	N	1	4
5610	Autowerkstatt	1	N	1	4
5615	Avance	0	N	2	3
5616	Avancement	0	N	4	4
5617	avancieren	13	V	3	4
5620	Avantgardist	4	N	4	4
5621	avantgardistisch	5	A	4	5
5622	Ave	3	N	1	2
5627	avisieren	1	V	3	4
5633	Axialitaet	0	N	5	5
5636	Axiom	2	N	3	3
5637	Axiomatik	0	N	4	5
5638	axiomatisch	0	A	4	5
5641	Axthelm	0	N	1	2
5642	Axthieb	0	N	1	2
5643	Azalee	1	N	3	4
5644	Azalie	0	N	2	4
5646	Azephale	0	N	3	4
5647	Azephalie	0	N	4	4
5652	azoisch	0	A	2	3
5655	Aztekenreich	1	N	2	4
5656	Azur	7	N	2	2
5657	azurblau	3	A	2	3
5658	azuriert	0	A	3	3
5659	Azurit	0	N	3	3
5660	azurn	1	A	2	2
5661	azyklisch	0	A	1	3
5664	babbeln	0	V	1	2
5665	Babusche	0	N	2	3
5666	Baby	79	N	1	2
5668	Bache	1	N	1	2
5669	backen	2	V	1	2
5670	backen	5	V	1	2
5675	Backbord	0	N	1	2
5677	Baeckchen	3	N	1	2
5678	Backe	0	N	1	2
5679	Backenbart	0	N	1	3
5680	Baecker	0	N	1	2
5681	Baeckerei	0	N	3	3
5682	Backfisch	6	N	1	2
5684	Backobst	2	N	1	2
5685	Backofen	5	N	1	3
5686	Backpfeife	0	N	1	3
5687	Backpflaume	0	N	1	3
5688	Backpulver	3	N	1	3
5689	Backroehre	0	N	1	3
5690	Backschaft	0	N	1	2
5691	Backstein	5	N	1	2
5692	Backware	5	N	1	3
5693	Backzahn	0	N	1	2
5695	baden	63	V	1	2
5697	Badeanstalt	10	N	1	4
5698	Badeanzug	14	N	1	4
5699	Badearzt	0	N	1	3
5700	Badehose	9	N	1	4
5701	Bademantel	16	N	1	4
5702	Badematte	0	N	1	4
5703	Bademeister	15	N	1	4
5704	Badeort	24	N	1	3
5705	Bader	4	N	1	2
5706	Badesaison	7	N	1	4
5707	Badesalz	0	N	1	3
5708	Badetuch	0	N	1	3
5709	Badewanne	41	N	1	4
5710	Badezeit	1	N	1	3
5711	Badezimmer	53	N	1	4
5713	Baedeker	10	N	1	3
5717	Bagatellsache	0	N	3	5
5718	Bagger	23	N	1	2
5719	baggern	2	V	1	2
5720	Baggerfuehrer	0	N	1	4
5722	baehen	0	V	1	2
5723	bahnen	32	V	1	2
5725	bahnamtlich	1	A	1	3
5726	bahnbrechend	16	A	1	3
5727	Bahnbrecher	3	N	1	3
5729	Bahnhof	227	N	1	2
5730	Bahnhofsbuffet	0	N	1	4
5731	Bahnhofshalle	4	N	1	4
5732	Bahnhofsvorstand	0	N	1	4
5733	Bahnlinie	10	N	1	4
5734	Bahnsteig	27	N	1	2
5735	Bahnwaerter	1	N	1	3
5736	Bahre	16	N	1	2
5737	Bahrtuch	0	N	1	2
5738	Baehung	0	N	1	2
5743	Bajonett	6	N	3	3
5745	baken	0	V	1	2
5746	Bake	0	N	1	2
5747	Bakelit	0	N	3	3
5749	Bakschisch	0	N	1	2
5750	Bakterie	9	N	2	4
5751	bakteriell	0	A	4	4
5757	Bakteriose	0	N	4	5
5758	Bakterium	10	N	2	4
5759	Balalaika	0	N	3	4
5761	Balance	9	N	2	3
5762	balancieren	10	V	3	4
5763	balbieren	0	V	2	3
5765	baldig	211	A	1	2
5767	baldowern	0	V	2	3
5772	Balgen	0	N	1	2
5774	Baelkchen	0	N	1	2
5775	Balken	31	N	1	2
5776	Balkon	90	N	2	2
5777	ballen	11	V	1	2
5779	Ballade	26	N	2	3
5780	Ballast	21	N	1	2
5781	Baellchen	0	N	1	2
5782	Ballerina	4	N	3	4
5783	Ballerine	1	N	3	4
5784	Ballett	51	N	2	2
5785	Ballettaenzerin	0	N	2	5
5786	ballig	0	A	1	2
5788	Ballistik	1	N	2	3
5789	ballistisch	17	A	2	3
5790	Balljunge	2	N	1	3
5791	Ballkleid	0	N	1	2
5792	Ballnacht	2	N	1	2
5793	Ballon	24	N	2	2
5794	Ballonmuetze	1	N	2	4
5795	Ballot	0	N	2	2
5796	Ballspiel	9	N	1	2
5797	Ballung	5	N	1	2
5798	Ballungsgebiet	7	N	1	4
5799	Balsa	0	N	1	2
5802	balsamieren	0	V	3	4
5804	Baltenland	1	N	1	3
5808	balzen	0	V	1	2
5809	Bambus	0	N	1	2
5810	Banane	34	N	2	3
5811	Bananenstecker	0	N	2	5
5818	bandagieren	2	V	3	4
5819	Bandagist	1	N	3	3
5820	Bandaufnahme	0	N	1	4
5822	Bandbreite	6	N	1	3
5823	Baendchen	9	N	1	2
5824	Bande	34	N	1	2
5825	Bandeisen	0	N	1	3
5826	bandeln	0	V	1	2
5827	baendeln	0	V	1	2
5828	Bandenspektrum	0	N	1	4
5830	baendigen	38	V	1	3
5831	Baendiger	0	N	1	3
5833	Baendlein	0	N	1	2
5834	Bandmass	0	N	1	2
5835	Bandsaege	0	N	1	3
5836	Bandwurm	3	N	1	2
5837	bangen	31	V	1	2
5839	bange	21	A	1	2
5843	Bankbuch	2	N	1	2
5844	Baenkchen	1	N	1	2
5845	bankeigene	0	A	1	4
5846	Baenkellied	0	N	1	3
5847	Baenkelsaenger	0	N	1	4
5848	Banker	2	N	1	2
5849	bankerott	2	A	3	3
5850	Bankett	19	N	2	2
5851	bankfaehig	0	A	1	3
5852	Bankgeheimnis	5	N	1	4
5853	Bankguthaben	20	N	1	4
5854	Bankhalter	0	N	1	3
5856	Bankkonto	10	N	1	3
5857	Banknote	39	N	1	3
5858	bankrott	9	A	2	2
5859	Bankrotterklaerung	1	N	2	5
5860	Bankrotteur	1	N	3	3
5861	Bankwesen	4	N	1	3
5862	bannen	76	V	1	2
5864	Bannbruch	0	N	1	2
5865	Bannbulle	0	N	1	3
5866	Banner	18	N	1	2
5867	Banner	18	N	1	2
5868	Bannfluch	2	N	1	2
5870	Bannkreis	5	N	1	2
5871	Banse	0	N	1	2
5874	Baptismus	0	N	2	3
5875	Baptist	61	N	2	2
5881	Barackenlager	0	N	2	5
5882	Barbar	14	N	2	2
5884	Barbier	17	N	2	2
5885	Barbiturat	1	N	4	4
5886	barbusig	0	A	1	3
